eBird_Clements_v2022,eBird_Clements_v2021,BirdLife_v3,BirdLife_v7,IOC_v13.1
Locustella disturbans,Locustella disturbans,Bradypterus castaneus,Locustella disturbans,Locustella disturbans
Locustella kashmirensis,Locustella kashmirensis,Bradypterus thoracicus,Locustella kashmirensis,Locustella kashmirensis
Locustella thoracica,Locustella thoracica,Bradypterus thoracicus,Locustella thoracica,Locustella thoracica
Locustella mandelli,Locustella mandelli,Bradypterus seebohmi,Locustella mandelli,Locustella mandelli
Locustella idonea,Locustella idonea,Bradypterus seebohmi,NA,Locustella idonea
Locustella chengi,Locustella chengi,NA,Locustella chengi,Locustella chengi
Locustella montis,Locustella montis,Bradypterus seebohmi,Locustella montis,Locustella montis
Locustella seebohmi,Locustella seebohmi,Bradypterus seebohmi,Locustella seebohmi,Locustella seebohmi
Poodytes rufescens,Poodytes rufescens,Bowdleria punctata,Poodytes rufescens,Poodytes rufescens
Cincloramphus macrurus,Cincloramphus macrurus,Megalurus timoriensis,Cincloramphus macrurus,Cincloramphus macrurus
Cincloramphus whitneyi,Cincloramphus whitneyi,Megalurulus grosvenori,Cincloramphus whitneyi,Cincloramphus whitneyi
Cincloramphus llaneae,Cincloramphus llaneae,Megalurulus grosvenori,Cincloramphus llaneae,Cincloramphus llaneae
Catriscus brevirostris,Catriscus brevirostris,Schoenicola brevirostris,Catriscus brevirostris,Catriscus brevirostris
Bradypterus brunneus,Bradypterus brunneus,Dromaeocercus brunneus,Bradypterus brunneus,Bradypterus brunneus
Bradypterus centralis,Bradypterus centralis,Bradypterus baboecala,Bradypterus centralis,Bradypterus centralis
Pnoepyga albiventer,Pnoepyga mutica,Pnoepyga albiventer,NA,NA
Riparia chinensis,Riparia chinensis,Riparia paludicola,Riparia chinensis,Riparia chinensis
Riparia diluta,Riparia diluta,Riparia riparia,Riparia diluta,Riparia diluta
Ptyonoprogne concolor,Ptyonoprogne concolor,Hirundo concolor,Ptyonoprogne concolor,Ptyonoprogne concolor
Cecropis hyperythra,Cecropis hyperythra,Hirundo daurica,Cecropis hyperythra,Cecropis hyperythra
Cecropis striolata,Cecropis striolata,Hirundo daurica,NA,Cecropis striolata
Cecropis badia,Cecropis badia,Hirundo striolata,NA,Cecropis badia
Arizelocichla tephrolaema,Arizelocichla tephrolaema,Andropadus masukuensis,Arizelocichla tephrolaema,Arizelocichla tephrolaema
Arizelocichla nigriceps,Arizelocichla nigriceps,Andropadus tephrolaemus,Arizelocichla nigriceps,Arizelocichla nigriceps
Arizelocichla neumanni,Arizelocichla neumanni,Andropadus tephrolaemus,Arizelocichla neumanni,Arizelocichla neumanni
Arizelocichla chlorigula,Arizelocichla chlorigula,Andropadus nigriceps,Arizelocichla chlorigula,Arizelocichla chlorigula
Arizelocichla fusciceps,Arizelocichla fusciceps,Andropadus tephrolaemus,Arizelocichla fusciceps,Arizelocichla fusciceps
Atimastillas flavicollis,Atimastillas flavicollis,Chlorocichla flavicollis,Atimastillas flavicollis,Atimastillas flavicollis
Eurillas ansorgei,Eurillas ansorgei,Andropadus gracilis,Eurillas ansorgei,Eurillas ansorgei
Phyllastrephus albigula,Phyllastrephus albigula,Phyllastrephus debilis,Phyllastrephus albigula,Phyllastrephus albigula
Brachypodius fuscoflavescens,Brachypodius fuscoflavescens,Pycnonotus atriceps,Brachypodius fuscoflavescens,Brachypodius fuscoflavescens
Rubigula gularis,Rubigula gularis,Pycnonotus melanicterus,Rubigula gularis,Rubigula gularis
Rubigula melanicterus,Rubigula melanicterus,Pycnonotus melanicterus,Rubigula melanictera,Rubigula melanictera
Rubigula dispar,Rubigula dispar,Pycnonotus melanicterus,Rubigula dispar,Rubigula dispar
Rubigula montis,Rubigula montis,Pycnonotus melanicterus,Rubigula montis,Rubigula montis
Pycnonotus snouckaerti,Pycnonotus snouckaerti,Pycnonotus bimaculatus,Pycnonotus snouckaerti,Pycnonotus snouckaerti
Pycnonotus cinereifrons,Pycnonotus cinereifrons,Pycnonotus plumosus,Pycnonotus cinereifrons,Pycnonotus cinereifrons
Pycnonotus pseudosimplex,Pycnonotus pseudosimplex,NA,Pycnonotus pseudosimplex,Pycnonotus pseudosimplex
Pycnonotus conradi,Pycnonotus conradi,Pycnonotus blanfordi,NA,Pycnonotus conradi
Alophoixus frater,Alophoixus frater,Alophoixus bres,Alophoixus frater,Alophoixus frater
Alophoixus tephrogenys,Alophoixus tephrogenys,Alophoixus bres,Alophoixus tephrogenys,Alophoixus tephrogenys
Alophoixus ruficrissus,Alophoixus ruficrissus,Alophoixus ochraceus,Alophoixus ruficrissus,Alophoixus ruficrissus
Hypsipetes platenae,Alophoixus platenae,Alophoixus affinis,NA,NA
Hypsipetes aureus,Alophoixus aureus,Alophoixus affinis,NA,NA
Hypsipetes longirostris,Alophoixus longirostris,Alophoixus affinis,NA,NA
Hypsipetes chloris,Alophoixus chloris,Alophoixus affinis,NA,NA
Hypsipetes lucasi,Alophoixus lucasi,Alophoixus affinis,NA,NA
Hypsipetes mysticalis,Alophoixus mystacalis,Alophoixus affinis,NA,NA
Iole charlottae,Iole charlottae,Iole olivacea,Iole charlottae,Iole charlottae
Iole cacharensis,Iole cacharensis,Iole virescens,NA,Iole cacharensis
Iole viridescens,Iole viridescens,Iole virescens,Iole viridescens,Iole viridescens
Hypsipetes moheliensis,Hypsipetes moheliensis,Hypsipetes parvirostris,Hypsipetes moheliensis,Hypsipetes moheliensis
Hypsipetes ganeesa,Hypsipetes ganeesa,Hypsipetes madagascariensis,Hypsipetes ganeesa,Hypsipetes ganeesa
Hypsipetes mindorensis,Hypsipetes mindorensis,Ixos philippinus,NA,Hypsipetes mindorensis
Hypsipetes philippinus,Hypsipetes philippinus,Ixos philippinus,Hypsipetes philippinus,Hypsipetes philippinus
Hemixos cinereus,Hemixos cinereus,Hemixos flavala,Hemixos cinereus,Hemixos cinereus
Ixos virescens,Ixos virescens,Hypsipetes virescens,Ixos virescens,Ixos virescens
Phylloscopus affinis,Phylloscopus occisinensis,Phylloscopus affinis,NA,NA
Phylloscopus tephrocephalus,Phylloscopus tephrocephalus,Seicercus burkii,Phylloscopus tephrocephalus,Phylloscopus tephrocephalus
Phylloscopus whistleri,Phylloscopus whistleri,Seicercus burkii,Phylloscopus whistleri,Phylloscopus whistleri
Phylloscopus valentini,Phylloscopus valentini,Seicercus burkii,Phylloscopus valentini,Phylloscopus valentini
Phylloscopus omeiensis,Phylloscopus omeiensis,Seicercus burkii,Phylloscopus omeiensis,Phylloscopus omeiensis
Phylloscopus soror,Phylloscopus soror,Seicercus burkii,Phylloscopus soror,Phylloscopus soror
Phylloscopus plumbeitarsus,Phylloscopus plumbeitarsus,Phylloscopus trochiloides,Phylloscopus plumbeitarsus,Phylloscopus plumbeitarsus
Phylloscopus xanthodryas,Phylloscopus xanthodryas,Phylloscopus borealis,Phylloscopus xanthodryas,Phylloscopus xanthodryas
Phylloscopus examinandus,Phylloscopus examinandus,Phylloscopus borealis,Phylloscopus examinandus,Phylloscopus examinandus
Phylloscopus calciatilis,Phylloscopus calciatilis,NA,Phylloscopus calciatilis,Phylloscopus calciatilis
Phylloscopus rotiensis,Phylloscopus rotiensis,NA,Phylloscopus rotiensis,Phylloscopus rotiensis
Phylloscopus maforensis,Phylloscopus maforensis,Phylloscopus trivirgatus,Phylloscopus maforensis,Phylloscopus maforensis
Phylloscopus misoriensis,Phylloscopus misoriensis,Phylloscopus trivirgatus,Phylloscopus misoriensis,Phylloscopus misoriensis
Phyllergates heterolaemus,Phyllergates heterolaemus,Orthotomus cuculatus,Phyllergates heterolaemus,Phyllergates heterolaemus
Horornis seebohmi,Horornis seebohmi,Cettia diphone,Horornis seebohmi,Horornis seebohmi
Horornis canturians,Horornis canturians,Cettia canturians,Horornis canturians,Horornis canturians
Horornis haddeni,Horornis haddeni,Cettia haddeni,Horornis haddeni,Horornis haddeni
Horornis brunnescens,Horornis brunnescens,Cettia acanthizoides,Horornis brunnescens,Horornis brunnescens
Horornis acanthizoides,Horornis acanthizoides,Cettia acanthizoides,Horornis acanthizoides,Horornis acanthizoides
Horornis flavolivaceus,Horornis vulcanius,Cettia fortipes,NA,NA
Horornis flavolivaceus,Horornis flavolivaceus,Cettia fortipes,Horornis flavolivaceus,Horornis flavolivaceus
Aegithalos glaucogularis,Aegithalos glaucogularis,Aegithalos caudatus,Aegithalos glaucogularis,Aegithalos glaucogularis
Sylvia dohrni,Sylvia dohrni,Horizorhinus dohrni,Sylvia dohrni,Sylvia dohrni
Sylvia abyssinica,Sylvia abyssinica,Illadopsis pyrrhoptera,Sylvia abyssinica,Sylvia abyssinica
Sylvia atriceps,Sylvia atriceps,Illadopsis pyrrhoptera,Sylvia atriceps,Sylvia atriceps
Curruca crassirostris,Curruca crassirostris,Sylvia hortensis,Curruca crassirostris,Curruca crassirostris
Curruca nana,Curruca nana,Sylvia nana,Curruca nana,Curruca nana
Curruca mystacea,Curruca mystacea,Sylvia melanocephala,Curruca mystacea,Curruca mystacea
Curruca ruppeli,Curruca ruppeli,Sylvia minula,Curruca ruppeli,Curruca ruppeli
Curruca melanothorax,Curruca melanothorax,Sylvia melanocephala,Curruca melanothorax,Curruca melanothorax
Curruca melanocephala,Curruca melanocephala,Sylvia leucomelaena,Curruca melanocephala,Curruca melanocephala
Curruca iberiae,Curruca iberiae,Sylvia cantillans,NA,Curruca iberiae
Curruca cantillans,Curruca cantillans,Sylvia cantillans,Curruca cantillans,Curruca cantillans
Curruca balearica,Curruca balearica,Sylvia sarda,Curruca balearica,Curruca balearica
Moupinia poecilotis,Moupinia poecilotis,Malacopteron magnum,Moupinia poecilotis,Moupinia poecilotis
Rhopophilus albosuperciliaris,Rhopophilus albosuperciliaris,Rhopophilus pekinensis,Rhopophilus albosuperciliaris,Rhopophilus albosuperciliaris
Fulvetta danisi,Fulvetta danisi,Alcippe ruficapilla,Fulvetta danisi,Fulvetta danisi
Fulvetta ludlowi,Fulvetta ludlowi,Alcippe cinereiceps,Fulvetta ludlowi,Fulvetta ludlowi
Fulvetta manipurensis,Fulvetta manipurensis,Alcippe cinereiceps,Fulvetta manipurensis,Fulvetta manipurensis
Fulvetta cinereiceps,Fulvetta cinereiceps,Alcippe cinereiceps,Fulvetta cinereiceps,Fulvetta cinereiceps
Fulvetta formosana,Fulvetta formosana,Alcippe cinereiceps,Fulvetta formosana,Fulvetta formosana
Psittiparus margaritae,Psittiparus margaritae,Paradoxornis gularis,Paradoxornis margaritae,Psittiparus margaritae
Psittiparus bakeri,Psittiparus bakeri,Paradoxornis ruficeps,Paradoxornis bakeri,Psittiparus bakeri
Suthora verreauxi,Suthora verreauxi,Paradoxornis nipalensis,Suthora verreauxi,Suthora verreauxi
Sinosuthora webbiana,Sinosuthora webbiana,Paradoxornis webbianus,Suthora webbiana,Sinosuthora webbiana
Sinosuthora alphonsiana,Sinosuthora alphonsiana,Paradoxornis webbianus,Suthora alphonsiana,Sinosuthora alphonsiana
Staphida castaniceps,Staphida castaniceps,Yuhina castaniceps,Staphida castaniceps,Staphida castaniceps
Staphida torqueola,Staphida torqueola,Yuhina castaniceps,Staphida torqueola,Staphida torqueola
Dasycrotapha plateni,Dasycrotapha plateni,Stachyris plateni,Dasycrotapha plateni,Dasycrotapha plateni
Sterrhoptilus capitalis,Sterrhoptilus capitalis,Stachyris dennistouni,Sterrhoptilus capitalis,Sterrhoptilus capitalis
Zosterornis striatus,Zosterornis striatus,Stachyris striata,Zosterornis striatus,Zosterornis striatus
Zosterornis whiteheadi,Zosterornis whiteheadi,Dasycrotapha speciosa,Zosterornis whiteheadi,Zosterornis whiteheadi
Heleia dohertyi,Heleia dohertyi,Lophozosterops dohertyi,Heleia dohertyi,Heleia dohertyi
Zosterops flavilateralis,Zosterops flavilateralis,Zosterops senegalensis,Zosterops flavilateralis,Zosterops flavilateralis
Zosterops mbuluensis,Zosterops mbuluensis,Zosterops senegalensis,Zosterops mbuluensis,Zosterops mbuluensis
Zosterops simplex,Zosterops simplex,Zosterops palpebrosus,Zosterops simplex,Zosterops simplex
Zosterops semiflavus,Zosterops semiflavus,Zosterops mayottensis,Zosterops semiflavus,Zosterops semiflavus
Zosterops mauritianus,Zosterops mauritianus,Zosterops borbonicus,Zosterops mauritianus,Zosterops mauritianus
Zosterops socotranus,Zosterops socotranus,Zosterops abyssinicus,NA,Zosterops socotranus
Zosterops stenocricotus,Zosterops stenocricotus,Zosterops senegalensis,NA,Zosterops stenocricotus
Zosterops stuhlmanni,Zosterops stuhlmanni,Zosterops senegalensis,NA,Zosterops stuhlmanni
Zosterops eurycricotus,Zosterops eurycricotus,Zosterops senegalensis,Zosterops eurycricotus,Zosterops eurycricotus
Zosterops kikuyuensis,Zosterops kikuyuensis,Zosterops senegalensis,Zosterops kikuyuensis,Zosterops kikuyuensis
Zosterops feae,Zosterops feae,Zosterops ficedulinus,Zosterops feae,Zosterops feae
Zosterops lugubris,Zosterops lugubris,Speirops melanocephalus,Zosterops lugubris,Zosterops lugubris
Zosterops silvanus,Zosterops silvanus,Zosterops senegalensis,Zosterops silvanus,Zosterops silvanus
Zosterops winifredae,Zosterops winifredae,Zosterops senegalensis,Zosterops winifredae,Zosterops winifredae
Zosterops virens,Zosterops virens,Zosterops pallidus,Zosterops virens,Zosterops virens
Zosterops anderssoni,Zosterops anderssoni,Zosterops senegalensis,NA,Zosterops anderssoni
Zosterops anjuanensis,Zosterops anjuanensis,Zosterops maderaspatanus,NA,Zosterops anjuanensis
Zosterops comorensis,Zosterops comorensis,Zosterops maderaspatanus,NA,Zosterops comorensis
Zosterops kirki,Zosterops kirki,Zosterops senegalensis,Zosterops kirki,Zosterops kirki
Zosterops aldabrensis,Zosterops aldabrensis,Zosterops maderaspatanus,NA,Zosterops aldabrensis
Zosterops flavissimus,Zosterops flavissimus,Zosterops chloris,Zosterops flavissimus,Zosterops flavissimus
Zosterops auriventer,Zosterops auriventer,Zosterops palpebrosus,Zosterops auriventer,Zosterops auriventer
Zosterops melanurus,Zosterops melanurus,Zosterops palpebrosus,Zosterops melanurus,Zosterops melanurus
Zosterops ponapensis,Zosterops ponapensis,Zosterops cinereus,Zosterops ponapensis,Zosterops ponapensis
Zosterops tetiparius,Zosterops tetiparius,Zosterops kulambangrae,NA,Zosterops tetiparius
Zosterops strenuus,Zosterops strenuus,Zosterops tenuirostris,Zosterops strenuus,Zosterops strenuus
Mixornis gularis,Mixornis gularis,Macronous gularis,Mixornis gularis,Mixornis gularis
Mixornis bornensis,Mixornis bornensis,Macronous gularis,Mixornis bornensis,Mixornis bornensis
Cyanoderma ambiguum,Cyanoderma ambiguum,Stachyris ambigua,NA,Cyanoderma ambiguum
Melanocichla calva,Melanocichla calva,Garrulax lugubris,Melanocichla calva,Melanocichla calva
Erythrogenys mcclellandi,Erythrogenys mcclellandi,Pomatorhinus erythrocnemis,Erythrogenys mcclellandi,Erythrogenys mcclellandi
Erythrogenys gravivox,Erythrogenys gravivox,Pomatorhinus erythrocnemis,Erythrogenys gravivox,Erythrogenys gravivox
Erythrogenys swinhoei,Erythrogenys swinhoei,Pomatorhinus erythrocnemis,Erythrogenys swinhoei,Erythrogenys swinhoei
Erythrogenys erythrocnemis,Erythrogenys erythrocnemis,Pomatorhinus erythrocnemis,Erythrogenys erythrocnemis,Erythrogenys erythrocnemis
Stachyris roberti,Stachyris roberti,Sphenocichla humei,Stachyris roberti,Stachyris roberti
Graminicola striatus,Graminicola striatus,Graminicola bengalensis,Graminicola striatus,Graminicola striatus
Schoeniparus klossi,Schoeniparus klossi,Alcippe castaneceps,Schoeniparus klossi,Schoeniparus klossi
Schoeniparus brunneus,Schoeniparus brunneus,Alcippe brunnea,Schoeniparus brunneus,Schoeniparus brunneus
Pellorneum buettikoferi,Pellorneum buettikoferi,Trichastoma tickelli,Pellorneum buettikoferi,Pellorneum buettikoferi
Laticilla cinerascens,Laticilla cinerascens,Prinia burnesii,Laticilla cinerascens,Laticilla cinerascens
Gypsophila annamensis,Gypsophila annamensis,Gypsophila crispifrons,NA,Gypsophila annamensis
Gypsophila calcicola,Gypsophila calcicola,Gypsophila crispifrons,Gypsophila calcicola,Gypsophila calcicola
Napothera albostriata,Napothera albostriata,Rimator malacoptilus,Napothera albostriata,Napothera albostriata
Napothera pasquieri,Napothera pasquieri,Rimator malacoptilus,Napothera pasquieri,Napothera pasquieri
Napothera danjoui,Napothera danjoui,Jabouilleia danjoui,Napothera danjoui,Napothera danjoui
Alcippe davidi,Alcippe davidi,Alcippe cinerea,NA,Alcippe davidi
Alcippe hueti,Alcippe hueti,Alcippe morrisonia,NA,Alcippe hueti
Alcippe fratercula,Alcippe fratercula,Alcippe cinerea,NA,Alcippe fratercula
Trochalopteron imbricatum,Trochalopteron imbricatum,Garrulax lineatus,Trochalopteron imbricatum,Trochalopteron imbricatum
Trochalopteron morrisonianum,Trochalopteron morrisonianum,Garrulax affinis,Trochalopteron morrisonianum,Trochalopteron morrisonianum
Trochalopteron erythrocephalum,Trochalopteron erythrocephalum,Garrulax sannio,Trochalopteron erythrocephalum,Trochalopteron erythrocephalum
Trochalopteron chrysopterum,Trochalopteron chrysopterum,Garrulax erythrocephalus,Trochalopteron chrysopterum,Trochalopteron chrysopterum
Trochalopteron melanostigma,Trochalopteron melanostigma,Garrulax erythrocephalus,Trochalopteron melanostigma,Trochalopteron melanostigma
Trochalopteron ngoclinhense,Trochalopteron ngoclinhense,Garrulax erythrocephalus,Trochalopteron ngoclinhense,Trochalopteron ngoclinhense
Trochalopteron peninsulae,Trochalopteron peninsulae,Garrulax erythrocephalus,Trochalopteron peninsulae,Trochalopteron peninsulae
Montecincla cachinnans,Montecincla cachinnans,Strophocincla cachinnans,Montecincla cachinnans,Montecincla cachinnans
Montecincla meridionalis,Montecincla meridionalis,Strophocincla fairbanki,Montecincla meridionalis,Montecincla meridionalis
Liocichla ripponi,Liocichla ripponi,Liocichla phoenicea,Liocichla ripponi,Liocichla ripponi
Argya striata,Argya striata,Turdoides striata,Argya striata,Argya striata
Argya caudata,Argya caudata,Turdoides caudata,Argya caudata,Argya caudata
Ianthocincla lunulata,Ianthocincla lunulata,Garrulax lunulatus,Ianthocincla lunulata,Ianthocincla lunulata
Pterorhinus gularis,Pterorhinus gularis,Garrulax delesserti,Pterorhinus gularis,Pterorhinus gularis
Pterorhinus courtoisi,Pterorhinus courtoisi,Garrulax galbanus,Pterorhinus courtoisi,Pterorhinus courtoisi
Pterorhinus treacheri,Pterorhinus treacheri,Garrulax mitratus,Pterorhinus treacheri,Pterorhinus treacheri
Pterorhinus woodi,Pterorhinus woodi,Babax lanceolatus,Pterorhinus woodi,Pterorhinus woodi
Pterorhinus lanceolatus,Pterorhinus lanceolatus,Babax lanceolatus,Pterorhinus lanceolatus,Pterorhinus lanceolatus
Pterorhinus waddelli,Pterorhinus waddelli,Babax lanceolatus,Pterorhinus waddelli,Pterorhinus waddelli
Pterorhinus ruficeps,Pterorhinus ruficeps,Garrulax albogularis,Pterorhinus ruficeps,Pterorhinus ruficeps
Pterorhinus berthemyi,Pterorhinus berthemyi,Garrulax caerulatus,Pterorhinus berthemyi,Pterorhinus berthemyi
Pterorhinus poecilorhynchus,Pterorhinus poecilorhynchus,Garrulax caerulatus,Pterorhinus poecilorhynchus,Pterorhinus poecilorhynchus
Sitta cinnamoventris,Sitta cinnamoventris,Sitta europaea,Sitta cinnamoventris,Sitta cinnamoventris
Sitta neglecta,Sitta neglecta,Sitta castanea,Sitta neglecta,Sitta neglecta
Sitta przewalskii,Sitta przewalskii,Sitta leucopsis,Sitta przewalskii,Sitta przewalskii
Sitta insularis,Sitta insularis,Sitta pusilla,Sitta insularis,Sitta insularis
Salpornis spilonota,Salpornis spilonota,Salpornis spilonotus,Salpornis spilonota,Salpornis spilonota
